1.000000000000000222e+00,5.978197445861721526e-01,2.410365946054382758e-01,4.944120693645998599e-01
5.978197445861722636e-01,9.999999999999997780e-01,1.472081074618967478e-01,4.638791993542895065e-01
2.410365946054382758e-01,1.472081074618967478e-01,1.000000000000000000e+00,2.273844574561248166e-01
4.944120693645998599e-01,4.638791993542895620e-01,2.273844574561248444e-01,1.000000000000000222e+00
